Assay.ID,Gene,Target.Control,T1D_MZ4_25d,T1D_DS3_31d,T1D_DS7_38d,T1D_DS8_31d,T1D_DS9_38d,T1D_MZ4_32d,T1D_DS3_38d,T1D_DS7_73d,T1D_DS8_70d,T1D_DS9_84d,T1D_MZ4_39d,T1D_DS3_52d,T1D_DS7_98d,T1D_DS8_84d,T1D_DS9_91d
Mm00607939_s1,Actb,Endogenous Control,15.833,13.7822,13.0453,13.1402,13.1796,14.016,15.1755,13.0922,13.0866,12.9915,13.212,13.314,13.0353,13.1826,13.1554
Mm00437762_m1,B2m,Endogenous Control,14.291,13.202,12.4449,12.6979,12.5799,13.275,14.5853,12.5301,12.7928,12.7,12.347,12.8235,12.5328,12.7613,12.7697
Mm00432448_m1,Cdkn1a,Endogenous Control,20.392,18.9137,18.8393,18.5721,18.7442,18.67,20.5807,18.4463,18.7012,18.9806,18.225,18.7711,18.5306,18.8389,18.8213
Mm99999915_g1,Gapdh,Endogenous Control,16.425,15.0024,14.7738,14.7599,14.8293,14.956,13.7699,14.5648,15.0485,14.9349,15.056,15.2507,14.8491,15.0321,14.5662
Mm00446953_m1,Gusb,Endogenous Control,18.806,16.7004,16.0751,15.8846,16.3762,16.756,20.1331,16.5712,16.2913,16.6196,15.845,16.3448,15.9755,16.3919,16.6272
Mm00660262_g1,Hmbs,Endogenous Control,23.213,21.8033,21.5362,21.3415,21.5791,21.968,22.2566,21.143,21.4086,21.8343,21.27,21.5511,21.2678,21.6362,21.7527
Mm00446968_m1,Hprt1,Endogenous Control,21.207,19.6395,19.1036,19.2642,19.4769,19.217,20.5677,19.2406,19.2395,19.2979,18.495,19.4407,18.6213,19.2933,19.4967
Mm01255158_m1,Ipo8,Endogenous Control,23.381,21.5415,20.7429,20.7178,21.0593,21.403,22.312,20.7673,21.1586,21.0679,20.82,21.382,20.8265,21.0791,21.1534
Mm00435617_m1,Pgk1,Endogenous Control,19.306,17.9309,17.3795,17.3974,17.0752,17.782,18.0529,17.4297,17.8336,17.1983,17.542,17.8718,17.3007,17.7908,16.7386
Mm00839493_m1,Polr2a,Endogenous Control,20.275,18.6761,18.6898,18.6906,18.6649,18.898,19.7763,18.3444,18.3033,18.279,18.155,18.5316,18.057,18.3959,18.6306
Mm02342430_g1,Ppia,Endogenous Control,17.324,15.9409,15.6047,15.4044,15.5481,16.158,17.3096,15.4984,15.7058,15.8335,15.675,15.5812,15.5016,15.8336,15.8973
Mm00782638_s1,Rplp2,Endogenous Control,27.928,26.2086,25.6051,25.5315,26.024,25.765,27.4537,24.9228,25.7836,25.9982,25.06,26.2054,25.0994,25.9916,26.1075
Mm00446973_m1,Tbp,Endogenous Control,23.324,21.3827,21.2167,21.4496,21.3065,21.355,22.3441,21.0764,21.216,21.6427,20.974,21.409,20.8997,21.3149,21.5268
Mm00441941_m1,Tfrc,Endogenous Control,21.057,19.7732,18.6242,18.8124,19.2188,19.671,21.3599,18.2057,18.7688,19.6602,18.23,18.6741,18.8377,19.1227,20.1697
Mm01201237_m1,Ubc,Endogenous Control,18.943,16.6803,16.7348,16.8735,16.6716,17.38,17.6229,16.5295,16.7002,16.7786,16.536,16.7486,16.5295,16.6953,16.7987
Mm01158417_g1,Ywhaz,Endogenous Control,21.486,18.2738,17.9318,17.6044,17.6859,24.063,19.814,17.7082,17.8339,17.7936,17.302,17.9651,17.681,17.858,17.614
Mm00481784_m1,5730403B10Rik,Target,24.519,22.1922,21.8491,21.7322,21.8151,22.288,21.4867,21.2459,21.7653,21.3326,21.247,21.5668,21.2702,21.3328,21.7015
Mm00558642_m1,A2m,Target,23.873,NA,22.9916,24.1012,24.7253,23.768,27.2659,25.1514,25.7338,25.5431,24.154,24.1334,25.6233,25.6757,25.3303
Mm00440761_m1,Abcb1a,Target,25.129,23.8485,24.2811,23.7853,23.5678,23.837,22.7287,23.6947,23.1192,23.7439,22.919,23.5127,24.1913,23.3192,23.316
Mm01275245_m1,Abcf1,Target,22.664,20.6242,19.9584,19.8977,20.0473,20.708,20.78,19.7316,19.9647,19.8257,19.678,20.1846,19.4535,19.8763,20.3597
Mm01331069_m1,Acvr1,Target,22.881,20.8323,20.8112,20.783,20.8409,21.091,21.6968,20.5611,20.7408,20.6859,20.797,20.6149,20.6178,20.8892,20.8266
Mm00431664_m1,Acvr2b,Target,27.802,NA,24.9055,24.6393,NA,25.421,NA,24.2108,24.8168,25.0141,23.76,NA,24.2723,24.9598,24.7144
Mm00437432_m1,Acvrl1,Target,22.584,20.8181,20.1591,20.4801,20.3531,20.841,21.5987,20.4576,20.2927,19.8082,20.748,20.5574,19.8698,20.1957,19.6026
Mm00456425_m1,Adipoq,Target,23.007,24.7411,23.8244,23.3001,21.4602,24.747,17.1533,19.1993,19.7604,22.4389,18.681,20.6326,19.455,17.4259,20.2233
Mm01308023_m1,Adora1,Target,NA,28.1793,28.8929,30.0002,27.2078,29.064,23.7237,25.906,26.161,28.56,24.327,26.381,25.8365,23.6484,26.2493
Mm00802075_m1,Adora2a,Target,27.921,25.8834,25.8396,25.4796,24.5949,25.37,25.5519,25.1786,24.6617,24.3358,24.154,25.3087,25.2586,25.2857,24.6241
Mm00802076_m1,Adora3,Target,28.241,27.2915,27.7461,27.6869,26.9588,27.012,27.4939,26.8095,27.9173,27.4606,26.618,26.7546,26.7347,27.033,26.8228
Mm02524224_s1,Adrb2,Target,25.945,23.9761,22.8948,23.2144,23.782,23.444,22.8339,22.5822,23.2844,22.938,23.04,23.8316,22.5928,22.8995,23.3324
Mm00525039_m1,Afap1l2,Target,26.818,24.5576,23.7106,23.7426,23.7899,23.775,23.5753,23.1821,23.9506,24.2996,22.831,23.4709,24.1587,23.7793,24.0486
Mm00479862_g1,Aif1,Target,22.986,20.9446,20.7723,21.0811,20.3622,21.255,22.4063,20.5929,20.6275,20.5968,20.054,20.6975,20.6234,21.0078,20.8394
Mm00433034_m1,Aimp1,Target,21.334,20.5753,19.8957,19.8248,19.7414,20.168,19.8864,19.7917,19.8051,20.0076,19.707,20.166,19.8138,20.1044,19.9787
Mm01320868_m1,Aimp1,Target,22.145,21.2938,20.9118,21.2469,21.366,21.579,21.314,20.839,21.3467,21.221,21.314,21.1951,20.8673,21.0422,21.23
Mm01331626_m1,Akt1,Target,21.344,19.1367,19.206,19.178,18.9659,19.481,20.5146,19.4149,19.1365,18.9014,18.673,18.9018,19.218,19.1934,19.0459
Mm00507789_m1,Alox15,Target,28.765,27.9255,28.7929,30.0009,22.7085,25.784,27.0509,25.7443,25.8052,23.9122,23.888,26.0722,27.3977,26.5873,23.5276
Mm01182743_m1,Alox5,Target,24.387,22.6608,22.4181,22.1105,22.7575,22.391,23.1948,22.458,22.2004,22.0078,21.793,22.5666,21.8077,22.2003,22.1374
Mm01182748_m1,Alox5,Target,24.025,23.5986,23.0161,22.687,23.3524,22.38,24.8134,22.7534,22.6586,22.8096,22.077,23.4506,22.6322,22.9342,22.7873
Mm01182750_m1,Alox5,Target,24.828,24.1234,23.8514,23.4928,24.2632,23.562,24.8744,23.8593,23.6435,23.6053,22.623,24.3505,23.335,23.6741,23.5507
Mm01182740_g1,Alox5,Target,25.094,23.2203,22.7353,22.4855,22.7927,23.576,23.545,22.4515,22.6278,22.2025,23.09,23.0803,21.7618,22.6966,22.5771
Mm01182747_m1,Alox5,Target,25.562,23.6173,22.9984,22.7483,23.0227,23.833,24.2818,23.143,23.229,22.7582,23.088,22.8508,22.4755,23.257,22.8318
Mm01182749_m1,Alox5,Target,25.963,24.0042,23.7689,24.1124,23.4977,23.668,24.8875,23.6459,23.7671,23.7787,23.047,24.0198,23.2331,23.9124,23.4551
Mm00802100_m1,Alox5ap,Target,21.153,19.7895,19.6587,19.5852,19.5217,19.641,21.7269,20.1969,20.2211,19.3255,19.613,20.2036,19.7754,20.0024,19.4783
Mm00440225_m1,Anxa1,Target,16.721,15.0879,14.4476,14.4821,15.5772,15.42,17.5391,14.7873,14.6475,14.7277,14.752,14.7124,14.2454,14.5905,14.6638
Mm00600104_m1,Aoah,Target,22.834,21.2875,20.7864,20.922,20.8801,21.024,22.5676,21.5216,21.1692,20.8392,20.464,20.9606,21.0841,21.2622,20.8072
Mm00839624_m1,Aoc3,Target,23.769,22.17,22.024,21.6951,21.7893,22.243,20.1508,20.9689,21.828,21.8576,20.711,21.7747,21.4986,20.2839,21.7576
Mm00437475_m1,Aox1,Target,25.461,23.8661,23.6599,23.856,24.1918,23.593,22.2722,22.476,23.2886,23.6748,22.678,23.7344,22.613,22.5765,23.2847
Mm00488099_g1,Apcs,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00437568_g1,Apoa1,Target,NA,NA,NA,30.4557,30.4935,29.086,30.2785,NA,NA,29.3699,30.262,NA,NA,NA,NA
Mm00437569_m1,Apoa1,Target,NA,NA,NA,30.2066,NA,NA,NA,30.2374,NA,30.4239,29.358,30.5405,30.9938,NA,24.4296
Mm00431814_m1,Apoa4,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00437573_m1,Apoe,Target,17.028,14.7448,14.2288,14.8116,14.2529,15.532,15.5274,14.4404,13.9423,13.5578,14.663,14.5747,14.2999,13.9122,13.6943
Mm00437583_m1,Areg,Target,NA,29.695,28.613,29.3147,27.3414,28.577,23.3652,26.4758,28.2335,28.7627,26.498,28.3927,NA,NA,28.6041
Mm00437746_m1,Atrn,Target,23.625,15.298,21.1357,21.106,21.3095,21.532,21.9451,20.7705,21.0731,21.3803,20.81,21.2047,20.8916,20.9398,21.132
Mm00437221_m1,Axl,Target,21.295,19.5788,18.9999,19.3727,18.8255,19.006,19.4423,18.5801,18.9323,19.1696,18.374,18.8824,18.635,18.8875,18.9363
Mm00480752_m1,B4galt1,Target,20.781,18.6691,18.1097,18.1946,18.5571,18.584,19.684,18.0948,18.353,18.0348,18.038,18.311,17.8908,18.4002,18.1991
Mm00432042_m1,Bad,Target,23.679,21.6159,21.0387,20.7684,21.2124,21.589,22.5192,20.82,20.823,21.0066,20.768,21.1833,20.8587,20.8792,21.3437
Mm00784755_s1,Bcl10,Target,22.205,20.5346,19.7557,19.7686,19.8153,20.34,21.269,19.4602,19.6632,19.4433,19.5,19.7393,19.3333,19.7211,19.714
Mm00477633_m1,Bcl6,Target,22.87,21.1184,20.6196,20.3993,20.1333,20.808,20.8221,19.7893,20.3126,20.3988,19.803,20.3966,20.1824,20.2934,20.0938
Mm04207315_s1,Bdkrb1,Target,26.788,24.9325,24.8302,24.5716,24.3608,23.615,26.7886,24.4819,24.4608,24.4635,23.246,23.6825,23.7712,25.271,24.5563
Mm00437788_s1,Bdkrb2,Target,27.458,26.0017,25.6228,24.9831,25.2065,25.797,27.4741,24.5328,25.3412,25.3465,25.005,25.8664,24.7694,25.4769,25.4433
Mm01197846_m1,Blnk,Target,21.675,20.0239,19.6254,19.2559,19.4827,20.584,22.9054,20.0183,19.7444,19.5532,19.396,19.6825,19.488,19.7695,19.7565
Mm00802225_m1,Bmp1,Target,22.233,20.0091,19.7647,19.4542,19.7659,19.502,20.4537,19.1528,19.7691,19.6749,18.887,19.4768,19.3296,20.1157,20.1199
Mm01183889_m1,Bmp10,Target,NA,NA,NA,30.2499,NA,NA,35.0838,NA,NA,NA,NA,NA,NA,NA,NA
Mm00437797_m1,Bmp15,Target,NA,28.5297,NA,28.7108,30.1787,28.325,29.3482,28.2072,29.5432,30.7136,NA,NA,29.4714,28.6024,NA
Mm01340178_m1,Bmp2,Target,26.054,26.013,25.6266,25.7949,25.1156,25.486,24.7076,24.7608,24.8375,24.753,24.339,25.2837,25.2746,24.8352,25.9072
Mm00557790_m1,Bmp3,Target,25.279,25.202,24.8805,24.3561,25.1188,24.024,22.8006,23.3146,24.1666,25.7097,23.782,24.2416,23.6279,23.5469,26.2535
Mm03024297_s1,Bmp3,Target,25.584,25.687,25.8806,24.7729,26.8019,24.346,22.8193,23.8904,25.0742,25.8763,24.772,24.6766,23.7729,24.2732,26.4385
Mm00432087_m1,Bmp4,Target,26.57,26.1943,26.6147,26.5466,26.824,25.792,24.6138,24.6632,25.7944,27.3789,25.758,25.8479,26.2369,25.4855,27.2981
Mm00432091_m1,Bmp5,Target,27.808,28.6046,29.3435,27.6409,26.9426,27.516,24.2739,23.9646,26.235,27.8317,28.048,27.2637,28.4135,26.2015,26.1169
Mm00432095_m1,Bmp6,Target,26.783,26.5428,25.8928,25.5427,26.77,25.287,24.3784,24.8253,25.4368,26.0705,26.143,26.5452,24.776,24.9305,25.7913
Mm01332882_m1,Bmp6,Target,27.34,26.3709,26.0854,25.4494,25.7899,25.282,24.2695,24.7442,25.8167,26.2905,24.723,24.975,24.7933,24.7572,25.1404
Mm00432101_m1,Bmp7,Target,26.764,26.8452,26.0187,26.3598,25.9354,24.759,24.6176,24.5693,24.9692,25.2571,23.728,26.6375,25.5858,25.7747,25.4972
Mm00432105_m1,Bmp7,Target,25.914,26.0043,27.6388,26.8032,25.6001,25.91,24.8801,25.0543,25.4382,25.5443,24.749,26.6766,26.7593,27.4368,26.3599
Mm00432102_m1,Bmp7,Target,26.144,NA,27.4726,27.3453,NA,25.861,NA,25.1218,26.4635,26.5204,24.259,NA,26.5341,27.4611,26.403
Mm00432109_m1,Bmp8a,Target,29.16,27.895,26.8353,27.5959,28.4571,27.227,30.6279,26.9807,26.7453,27.39,25.765,28.3098,26.3084,28.8242,26.8156
Mm00432115_g1,Bmp8b,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.327,NA,NA,NA,NA,NA
Mm00432117_m1,Bmpr1b,Target,26.755,25.7403,25.4278,24.9126,25.7287,24.937,24.7002,24.4891,24.9732,26.2615,26.749,24.8455,25.4187,26.7453,25.7422
Mm00513816_m1,Bre,Target,22.767,21.4305,20.8252,21.443,21.4716,21.164,22.261,21.1833,21.5129,21.1283,20.441,21.359,21.13,21.0415,21.4827
Mm00432142_m1,C1qa,Target,19.492,17.5143,17.2191,17.1674,16.7643,17.472,18.7651,17.3462,16.9177,16.7315,16.63,17.1897,17.185,17.3959,16.6925
Mm01179619_m1,C1qb,Target,20.473,17.7613,17.412,17.5801,17.166,18.306,19.0648,17.7204,17.2881,17.0829,17.486,17.6045,17.5345,17.4475,16.9329
Mm01193990_g1,C1qc,Target,20.057,18.7908,18.7081,18.662,18.0074,19.27,19.9896,19.0062,18.2786,17.9792,18.205,18.3977,18.5891,18.6536,18.015
Mm00619332_m1,C1rl,Target,26.814,24.8461,24.7513,23.7683,24.4875,24.234,24.7891,23.8263,23.9495,24.6571,24.021,24.5784,23.6673,24.2437,23.9874
Mm00663210_mH,C1s,Target,20.49,18.6827,18.5178,18.5386,18.497,18.63,18.7254,17.8046,18.2829,18.4326,18.056,18.2753,18.027,18.5157,18.7715
Mm00442726_m1,C2,Target,22.792,21.665,21.3463,21.0835,21.4021,21.356,21.7472,20.759,21.1569,21.152,20.387,21.0452,21.2859,21.2638,21.5792
Mm00437858_m1,C3,Target,19.272,18.3457,18.5644,18.5645,16.5385,17.47,16.8081,16.7304,17.5014,16.771,16.169,17.6104,17.5212,17.5208,16.7619
Mm01184110_m1,C3ar1,Target,18.077,16.7545,16.3546,16.8253,16.8141,17.039,20.2423,17.3915,16.7465,16.5242,16.692,16.8615,16.6418,16.6054,16.7562
Mm02620006_s1,C3ar1,Target,19.072,18.0253,17.0269,17.7926,17.8424,17.759,21.7029,18.1314,17.5436,16.9037,17.444,17.9974,17.0913,17.6157,17.7015
Mm00489521_m1,C6,Target,23.31,22.9464,22.7298,23.9717,23.0159,22.836,23.7593,21.2834,22.7428,21.2283,21.968,22.7161,22.1755,22.9619,23.4018
Mm00521625_m1,C8a,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00804806_m1,C8b,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm01330461_g1,C8g,Target,28.839,27.8761,26.6002,26.8131,27.2417,30.433,27.166,27.4794,27.3212,27.3584,26.197,27.9236,27.1942,26.992,26.5907
Mm00442739_m1,C9,Target,NA,30.9937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00438285_m1,Camp,Target,28.556,27.836,29.7384,28.3249,27.7978,24.943,30.3288,26.5109,28.0809,28.1228,28.428,25.0282,29.0361,27.8527,NA
Mm00438023_m1,Casp1,Target,21.044,18.9796,18.8128,18.7899,18.7837,19.663,21.7991,18.8329,18.6769,18.8587,18.871,18.9185,18.6126,18.8163,18.8952
Mm00802247_m1,Casp8,Target,21.268,21.2322,20.5675,20.9191,21.1047,20.915,22.3125,20.9522,20.8282,21.0161,20.389,20.8186,20.6527,21.0008,21.416
Mm00483057_m1,Cav1,Target,19.823,18.6857,18.8148,18.3679,18.5265,17.773,17.7642,17.8227,18.8005,18.8056,17.906,17.9726,17.7981,17.95,18.9427
Mm00445551_m1,Ccbp2,Target,26.09,26.385,26.8258,25.5957,26.037,24.378,24.9949,25.468,25.2973,25.7539,24.623,25.9913,25.0811,24.4615,25.5675
Mm00441236_m1,Ccl1,Target,28.585,27.3458,26.9023,27.0293,25.7749,26.83,NA,26.8568,27.3147,25.9179,26.467,26.9767,25.7771,26.8808,26.8021
Mm00441238_m1,Ccl11,Target,20.892,20.5445,20.773,21.0033,19.271,18.892,19.3886,19.8505,19.7722,18.8409,18.785,19.7775,20.2152,19.717,18.8305
Mm00516136_m1,Ccl17,Target,27.72,23.9039,24.077,24.4532,19.5253,22.191,25.3444,24.6666,23.807,20.5753,21.508,23.9344,23.6514,24.5817,20.3135
Mm00839967_g1,Ccl19,Target,28.307,25.2552,25.7327,26.1385,24.891,26.602,23.4447,24.1862,24.3588,24.2123,24.056,25.2277,24.9281,24.6573,24.8373
Mm00441242_m1,Ccl2,Target,22.127,21.0797,20.6801,20.6354,20.5135,19.837,22.9572,21.0271,20.9866,21.2571,20.781,21.612,21.1647,21.8049,20.9444
Mm01268754_m1,Ccl20,Target,NA,28.9425,28.0834,28.6662,27.1853,27.69,NA,26.8059,27.8683,28.4759,26.837,28.1775,27.8253,29.7649,27.6742
Mm00436439_m1,Ccl22,Target,24.786,22.1846,22.3853,22.5484,19.7919,21.512,23.4768,22.4991,21.9566,20.8249,21.275,22.3858,21.9958,22.6389,20.4563
Mm00444701_m1,Ccl24,Target,23.451,22.6473,22.3564,22.1868,21.7496,21.13,21.8282,21.5311,21.7589,21.6166,21.345,21.8103,21.7683,22.2194,22.7614
Mm00436443_m1,Ccl25,Target,25.889,24.1379,23.7593,24.0647,23.7948,24.402,24.7242,22.9287,23.7219,24.7472,23.523,23.825,23.8063,24.0753,24.5169
Mm02763057_u1,Ccl26,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00445039_m1,Ccl28,Target,28.943,27.6735,26.6411,25.9605,27.8642,26.932,25.8052,26.4293,27.0633,26.8391,28.123,27.8428,26.6413,26.0764,27.6657
Mm00441258_m1,Ccl3,Target,21.554,21.264,21.2026,20.8642,20.9545,19.453,24.3102,20.437,21.7982,21.6652,19.313,20.8127,22.6468,21.8985,22.4615
Mm00443111_m1,Ccl4,Target,24.543,23.2778,22.9949,23.6315,22.2611,22.835,25.7622,NA,22.9933,22.9062,21.777,23.1226,23.2384,23.5553,23.1488
Mm01302427_m1,Ccl5,Target,24.828,22.5309,22.0535,22.2245,20.794,22.033,23.6628,21.9245,21.3806,21.3078,20.661,22.1722,21.9718,21.7707,21.5399
Mm01302428_m1,Ccl5,Target,24.078,21.6332,21.6429,21.6957,20.4282,21.701,23.0304,21.4089,20.7893,20.6696,20.592,21.6759,21.7729,21.4093,20.7884
Mm01302419_m1,Ccl6,Target,17.801,16.8135,16.8949,17.4179,16.5957,15.95,17.4921,17.0401,16.8502,17.0125,16.678,16.9047,16.7473,17.5122,17.222
Mm01308393_g1,Ccl7,Target,22.515,21.4002,20.4192,20.7416,20.6021,20.862,22.9589,21.087,21.2192,20.9034,20.333,21.4738,21.1338,21.8311,21.3198
Mm00443113_m1,Ccl7,Target,21.768,21.832,21.0281,21.052,19.6667,20.368,24.1314,21.6549,21.489,20.9253,20.769,21.9129,21.5636,22.2783,20.8796
Mm01297183_m1,Ccl8,Target,17.174,16.3184,16.2904,16.3797,16.0949,16.108,18.8267,16.775,16.7657,16.0334,16.105,16.7218,16.5788,17.0831,16.3979
Mm00438260_s1,Ccr1,Target,21.89,20.6798,20.8254,20.5082,20.4077,20.267,23.6642,19.8384,20.832,21.066,19.925,20.1552,20.4023,21.5153,20.9487
Mm00432606_s1,Ccr1l1,Target,30.23,30.6069,30.4858,29.2288,27.4693,28.504,29.9118,27.1752,28.2762,28.5147,27.912,28.8889,29.2104,28.9505,28.131
Mm00438270_m1,Ccr2,Target,22.727,21.2112,20.7865,20.7858,19.8301,20.547,21.7624,20.2496,20.1714,20.5562,19.875,20.6644,20.8359,20.583,20.4926
Mm00515543_s1,Ccr3,Target,26.867,25.3685,24.7768,24.3633,23.7404,24.258,25.801,23.9653,23.9435,24.8169,23.279,24.1136,24.2653,24.8157,24.7721
Mm01216172_m1,Ccr3,Target,27.086,25.7053,24.7954,25.0492,24.4773,24.69,26.0515,23.7341,24.479,25.0948,23.872,24.8433,24.771,24.7396,25.1831
Mm00438271_m1,Ccr4,Target,NA,27.3424,30.5905,28.496,24.707,27.085,28.6761,29.5636,27.2979,26.1248,25.801,29.2024,28.8846,28.4124,25.3284
Mm01216171_m1,Ccr5,Target,22.707,21.3092,21.2169,21.8916,20.5034,20.366,22.8677,21.4369,21.5468,20.7626,20.637,21.5374,21.5266,21.6966,20.729
Mm99999114_s1,Ccr6,Target,NA,27.4935,26.4601,26.0737,23.9502,26.641,27.4926,26.6473,25.2678,24.8151,25.954,26.5115,25.9598,25.1488,23.5868
Mm01301785_m1,Ccr7,Target,26.758,24.2068,24.4729,23.7708,21.7661,22.774,25.445,23.6913,23.5457,22.2205,22.282,24.0487,23.4968,23.783,22.0185
Mm00843415_s1,Ccr8,Target,29.049,26.8157,27.3326,26.5347,24.4609,26.147,26.2469,26.2164,25.2916,24.7552,25.625,26.6742,26.7034,26.7267,24.2079
